id_venta,fecha_venta,id_cliente,nombre_cliente,edad,ciudad,region,canal_venta,cantidad,precio_unitario_clp,total_venta_clp,monto_compra,fin_de_semana,tipo_compra,etapa_vida,meta_anual
2949,2022-04-09,303,Francisco Salgado,30,talca,Región del Maule,App,2,850347,1700694,586572,True,Pack,Joven,15000000
2950,2022-04-09,5515,Belén Concha,36,talca,Región del Maule,Web,4,756860,3027440,544934,True,Pack,Adulto Joven,15000000
2953,2022-04-09,2658,Carlos Navarrete,27,temuco,Región de la Araucanía,App,2,881659,1763318,544934,True,Pack,Joven,15000000
2954,2022-04-09,2135,Juan Montecino,28,concepción,Región del Biobío,Web,1,1001944,1001944,544934,True,Individual,Joven,15000000
2956,2022-04-09,4256,Monica Chacón,32,santiago,Región Metropolitana de Santiago,Tienda,1,1108203,1108203,544934,True,Individual,Adulto Joven,15000000
2959,2022-04-09,4828,Amalia Suárez,40,talca,Región del Maule,Tienda,3,746015,2238045,544934,True,Pack,Adulto Joven,15000000
2961,2022-04-09,153,Angelo Miranda,49,santiago,Región Metropolitana de Santiago,Web,3,1127500,3382500,230405,True,Pack,Adulto Joven,15000000
2962,2022-04-09,5843,Julio Riquelme,52,santiago,Región Metropolitana de Santiago,Tienda,1,1047649,1047649,544934,True,Individual,Senior,15000000
2964,2022-04-09,4903,Mauricio Gómez,34,valparaíso,Región de Valparaíso,Web,1,1071691,1071691,544934,True,Individual,Adulto Joven,15000000
2966,2022-04-09,5045,Daniel Salazar,26,santiago,Región Metropolitana de Santiago,Tienda,4,990295,3961180,544934,True,Pack,Joven,15000000
2967,2022-04-09,3585,Jaime Gutiérrez,27,santiago,Región Metropolitana de Santiago,Tienda,3,21605,64815,544934,True,Pack,Joven,15000000
2969,2022-04-09,5507,Erika Palma,35,concepción,Región del Biobío,Tienda,2,195131,390262,544934,True,Pack,Adulto Joven,15000000
2970,2022-04-09,3850,Bárbara Córdova,35,la serena,Región de Coquimbo,Tienda,4,613500,2454000,544934,True,Pack,Adulto Joven,15000000
2972,2022-04-10,166,Enzo Cárcamo,21,concepción,Región del Biobío,App,1,264582,264582,851772,True,Individual,Joven,15000000
2973,2022-04-10,4266,Lorena Reyes,35,valparaíso,Región de Valparaíso,Tienda,2,807252,1614504,544934,True,Pack,Adulto Joven,15000000
2974,2022-04-10,1387,Cristian Videla,22,santiago,Región Metropolitana de Santiago,Tienda,3,993005,2979015,544934,True,Pack,Joven,15000000
2975,2022-04-10,5633,Rodrigo Sepúlveda,57,concepción,Región del Biobío,Tienda,3,616971,1850913,544934,True,Pack,Senior,15000000
2978,2022-04-10,2317,Emiliano Meza,18,puerto montt,Región de los Lagos,App,3,234643,703929,544934,True,Pack,Joven,15000000
2979,2022-04-10,611,Juan Vera,22,concepción,Región del Biobío,Web,2,979336,1958672,135381,True,Pack,Joven,15000000
2981,2022-04-10,4833,Ana Olivares,29,antofagasta,Región de Antofagasta,Web,2,987131,1974262,544934,True,Pack,Joven,15000000
2984,2022-04-10,2600,María Molina,22,la serena,Región de Coquimbo,Web,3,706105,2118315,544934,True,Pack,Joven,15000000
2986,2022-04-10,5524,Francisco Rivas,34,valparaíso,Región de Valparaíso,Web,1,1140312,1140312,544934,True,Individual,Adulto Joven,15000000
2987,2022-04-10,608,Luis Araya,49,santiago,Región Metropolitana de Santiago,Tienda,1,312126,312126,427843,True,Individual,Adulto Joven,15000000
2988,2022-04-10,2717,Ismael Acevedo,28,santiago,Región Metropolitana de Santiago,App,2,928513,1857026,544934,True,Pack,Joven,15000000
2989,2022-04-10,5599,Luz Márquez,28,santiago,Región Metropolitana de Santiago,Web,3,223997,671991,544934,True,Pack,Joven,15000000
2992,2022-04-10,4144,Julián Ojeda,45,concepción,Región del Biobío,Web,3,553331,1659993,544934,True,Pack,Adulto Joven,15000000
2993,2022-04-10,4105,José Flores,25,rancagua,Región del Libertador General Bernardo O'Higgins,App,2,150266,300532,544934,True,Pack,Joven,15000000
2995,2022-04-10,38,Paola Cavieres,41,talca,Región del Maule,Web,4,935427,3741708,187905,True,Pack,Adulto Joven,15000000
2997,2022-04-10,263,Miguel Paz,30,santiago,Región Metropolitana de Santiago,Web,4,1096522,4386088,226076,True,Pack,Joven,15000000
2998,2022-04-10,5854,María Rivas,20,viña del mar,Región de Valparaíso,Web,2,42347,84694,544934,True,Pack,Joven,15000000
2999,2022-04-10,5972,Felipe Salazar,34,puerto montt,Región de los Lagos,Web,1,35627,35627,544934,True,Individual,Adulto Joven,15000000
3003,2022-04-11,2695,Tito Castro,51,santiago,Región Metropolitana de Santiago,Tienda,4,985402,3941608,544934,False,Pack,Senior,15000000
3005,2022-04-11,2147,Josefa Vargas,44,antofagasta,Región de Antofagasta,Tienda,2,1126153,2252306,544934,False,Pack,Adulto Joven,15000000
3007,2022-04-11,1439,Héctor Castillo,24,santiago,Región Metropolitana de Santiago,Web,1,265420,265420,544934,False,Individual,Joven,15000000
3008,2022-04-11,5903,Rodrigo Véliz,33,temuco,Región de la Araucanía,App,3,337069,1011207,544934,False,Pack,Adulto Joven,15000000
3009,2022-04-11,2428,José Ahumada,61,la serena,Región de Coquimbo,Tienda,4,887276,3549104,544934,False,Pack,Senior,15000000
3011,2022-04-11,894,Carlos Bello,26,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,2,188089,376178,457465,False,Pack,Joven,15000000
3013,2022-04-11,1453,Sonia Melo,27,valparaíso,Región de Valparaíso,App,1,492270,492270,544934,False,Individual,Joven,15000000
3015,2022-04-11,139,Sonia Vásquez,37,santiago,Región Metropolitana de Santiago,Tienda,4,590502,2362008,427267,False,Pack,Adulto Joven,15000000
3017,2022-04-11,5139,Kiara Cortés,18,antofagasta,Región de Antofagasta,App,1,87562,87562,544934,False,Individual,Joven,15000000
3018,2022-04-11,5983,Dominique Godoy,43,concepción,Región del Biobío,Tienda,3,262086,786258,544934,False,Pack,Adulto Joven,15000000
3021,2022-04-11,3131,Salvador García,43,santiago,Región Metropolitana de Santiago,App,1,1076002,1076002,544934,False,Individual,Adulto Joven,15000000
3022,2022-04-11,1394,Camila Gallardo,33,temuco,Región de la Araucanía,Tienda,3,137464,412392,544934,False,Pack,Adulto Joven,15000000
3024,2022-04-11,5223,Renato Ortiz,34,santiago,Región Metropolitana de Santiago,Tienda,3,1071843,3215529,544934,False,Pack,Adulto Joven,15000000
3025,2022-04-11,2320,Bernardita Rojas,32,santiago,Región Metropolitana de Santiago,Web,2,296361,592722,544934,False,Pack,Adulto Joven,15000000
3026,2022-04-11,2202,Flor Toledo,41,santiago,Región Metropolitana de Santiago,App,1,831265,831265,544934,False,Individual,Adulto Joven,15000000
3032,2022-04-12,1713,Rosa Salinas,30,antofagasta,Región de Antofagasta,App,1,172321,172321,544934,False,Individual,Joven,15000000
3033,2022-04-12,899,Luis Varas,34,la serena,Región de Coquimbo,App,2,65416,130832,111702,False,Pack,Adulto Joven,15000000
3038,2022-04-12,5634,Geraldine Cornejo,34,valparaíso,Región de Valparaíso,Web,1,900628,900628,544934,False,Individual,Adulto Joven,15000000
3039,2022-04-12,588,Emilia Herrera,22,valparaíso,Región de Valparaíso,Tienda,3,576447,1729341,215992,False,Pack,Joven,15000000
3041,2022-04-12,2033,José Duarte,27,la serena,Región de Coquimbo,Web,4,99244,396976,544934,False,Pack,Joven,15000000
3042,2022-04-12,1620,Carlos Hernández,29,santiago,Región Metropolitana de Santiago,App,4,1163734,4627197,544934,False,Pack,Joven,15000000
3043,2022-04-12,949,Arturo Contreras,28,rancagua,Región del Libertador General Bernardo O'Higgins,App,2,303653,607306,886501,False,Pack,Joven,15000000
3045,2022-04-12,3511,Verónica Garrido,48,santiago,Región Metropolitana de Santiago,Tienda,3,135370,406110,544934,False,Pack,Adulto Joven,15000000
3046,2022-04-12,3538,María Vidal,77,concepción,Región del Biobío,Web,3,1141921,3425763,544934,False,Pack,Adulto Mayor,15000000
3049,2022-04-12,3882,Cesar Rodríguez,34,santiago,Región Metropolitana de Santiago,Tienda,3,974867,2924601,544934,False,Pack,Adulto Joven,15000000
3050,2022-04-12,3963,María Pavez,34,viña del mar,Región de Valparaíso,Web,1,665702,665702,544934,False,Individual,Adulto Joven,15000000
3053,2022-04-12,5340,Josefa Acevedo,18,santiago,Región Metropolitana de Santiago,App,1,1063667,1063667,544934,False,Individual,Joven,15000000
3054,2022-04-12,1252,Rosa Ortiz,42,temuco,Región de la Araucanía,Web,3,1106058,3318174,544934,False,Pack,Adulto Joven,15000000
3055,2022-04-12,1550,Valentina Araya,30,la serena,Región de Coquimbo,App,3,924696,2774088,544934,False,Pack,Joven,15000000
3056,2022-04-12,5048,Bernardino Muñoz,34,concepción,Región del Biobío,Tienda,4,547101,2188404,544934,False,Pack,Adulto Joven,15000000
3057,2022-04-12,4962,Adán Santana,24,temuco,Región de la Araucanía,App,3,638803,1916409,544934,False,Pack,Joven,15000000
3059,2022-04-12,2993,Anahí Valdés,39,santiago,Región Metropolitana de Santiago,App,2,1111737,2223474,544934,False,Pack,Adulto Joven,15000000
3062,2022-04-13,2425,Thomas Navarrete,38,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,4,468431,1873724,544934,False,Pack,Adulto Joven,15000000
3065,2022-04-13,3558,Guillermo Díaz,48,santiago,Región Metropolitana de Santiago,Web,1,36091,36091,544934,False,Individual,Adulto Joven,15000000
3066,2022-04-13,2756,Daniela Alvarado,49,santiago,Región Metropolitana de Santiago,Web,3,222518,667554,544934,False,Pack,Adulto Joven,15000000
3068,2022-04-13,863,Damián Olmedo,34,viña del mar,Región de Valparaíso,Tienda,3,781515,2344545,571951,False,Pack,Adulto Joven,15000000
3069,2022-04-13,5153,Rosa Hidalgo,19,santiago,Región Metropolitana de Santiago,Tienda,3,413498,1240494,544934,False,Pack,Joven,15000000
3070,2022-04-13,4760,Cristian González,34,rancagua,Región del Libertador General Bernardo O'Higgins,App,3,839383,2518149,544934,False,Pack,Adulto Joven,15000000
3071,2022-04-13,105,Marcelo Fuentes,50,valparaíso,Región de Valparaíso,Web,3,853837,2561511,916810,False,Pack,Adulto Joven,15000000
3072,2022-04-13,752,Diego Rojas,33,antofagasta,Región de Antofagasta,App,2,721462,1442924,945849,False,Pack,Adulto Joven,15000000
3073,2022-04-13,1193,Mauro Pereira,39,santiago,Región Metropolitana de Santiago,Web,2,780899,1561798,544934,False,Pack,Adulto Joven,15000000
3074,2022-04-13,3746,Giovanni Campos,29,santiago,Región Metropolitana de Santiago,Web,1,895835,895835,544934,False,Individual,Joven,15000000
3075,2022-04-13,2982,Amparo Martínez,22,santiago,Región Metropolitana de Santiago,Web,3,979060,2937180,544934,False,Pack,Joven,15000000
3077,2022-04-13,3667,María López,27,viña del mar,Región de Valparaíso,App,4,971812,3887248,544934,False,Pack,Joven,15000000
3079,2022-04-13,2322,Patricia Verdugo,33,santiago,Región Metropolitana de Santiago,Tienda,3,183115,549345,544934,False,Pack,Adulto Joven,15000000
3080,2022-04-13,1521,Miguel Sánchez,49,puerto montt,Región de los Lagos,Web,3,939092,2817276,544934,False,Pack,Adulto Joven,15000000
3081,2022-04-13,2374,María Salas,18,antofagasta,Región de Antofagasta,Web,2,526608,1053216,544934,False,Pack,Joven,15000000
3083,2022-04-13,5599,Luz Márquez,28,santiago,Región Metropolitana de Santiago,App,1,437722,437722,544934,False,Individual,Joven,15000000
3084,2022-04-13,4487,Daniel Fuentes,35,santiago,Región Metropolitana de Santiago,Web,3,656742,1970226,544934,False,Pack,Adulto Joven,15000000
3086,2022-04-13,2554,Rocío Venegas,24,santiago,Región Metropolitana de Santiago,App,4,21042,84168,544934,False,Pack,Joven,15000000
3087,2022-04-13,5477,Manuel Flores,35,santiago,Región Metropolitana de Santiago,Tienda,3,907885,2723655,544934,False,Pack,Adulto Joven,15000000
3088,2022-04-13,211,Alejandro López,39,santiago,Región Metropolitana de Santiago,App,2,601712,1203424,593860,False,Pack,Adulto Joven,15000000
3089,2022-04-13,3532,Anita Norambuena,20,viña del mar,Región de Valparaíso,App,2,190838,381676,544934,False,Pack,Joven,15000000
3096,2022-04-14,4769,María Marín,33,talca,Región del Maule,Tienda,4,373522,1494088,544934,False,Pack,Adulto Joven,15000000
3099,2022-04-14,2787,Matías Catalán,33,valparaíso,Región de Valparaíso,Web,2,435067,870134,544934,False,Pack,Adulto Joven,15000000
3100,2022-04-14,139,Sonia Vásquez,37,santiago,Región Metropolitana de Santiago,App,2,250996,501992,427267,False,Pack,Adulto Joven,15000000
3102,2022-04-14,2689,Martha Guzmán,23,santiago,Región Metropolitana de Santiago,Web,4,128602,514408,544934,False,Pack,Joven,15000000
3103,2022-04-14,3299,Iris Lagos,39,concepción,Región del Biobío,Tienda,3,881868,2645604,544934,False,Pack,Adulto Joven,15000000
3104,2022-04-14,709,Adelaida Rodríguez,32,la serena,Región de Coquimbo,Tienda,4,759780,3039120,329177,False,Pack,Adulto Joven,15000000
3106,2022-04-14,2195,Luis Reyes,65,la serena,Región de Coquimbo,App,4,212884,851536,544934,False,Pack,Senior,15000000
3107,2022-04-14,30,Marco San Martín,29,santiago,Región Metropolitana de Santiago,App,3,414470,1243410,141805,False,Pack,Joven,15000000
3109,2022-04-14,4219,Claudia Gaete,29,santiago,Región Metropolitana de Santiago,Tienda,3,1104355,3313065,544934,False,Pack,Joven,15000000
3110,2022-04-14,3972,Octavio González,21,santiago,Región Metropolitana de Santiago,Web,2,637372,1274744,544934,False,Pack,Joven,15000000
3114,2022-04-14,3586,Catalina Navarro,18,santiago,Región Metropolitana de Santiago,Web,1,269758,269758,544934,False,Individual,Joven,15000000
3115,2022-04-14,4919,Cristian Prieto,34,santiago,Región Metropolitana de Santiago,Tienda,3,747382,2242146,544934,False,Pack,Adulto Joven,15000000
3118,2022-04-14,4235,María Almonacid,26,temuco,Región de la Araucanía,App,4,487366,1949464,544934,False,Pack,Joven,15000000
3119,2022-04-14,3774,Javiera Muñoz,59,temuco,Región de la Araucanía,Tienda,2,1182157,2364314,544934,False,Pack,Senior,15000000
3120,2022-04-14,3244,Juan Espinoza,39,concepción,Región del Biobío,Web,3,946265,2838795,544934,False,Pack,Adulto Joven,15000000
3125,2022-04-15,5055,Cristóbal Parra,32,valparaíso,Región de Valparaíso,Web,4,13463,53852,544934,False,Pack,Adulto Joven,15000000
3127,2022-04-15,1164,Gabriel Segura,76,santiago,Región Metropolitana de Santiago,Tienda,2,257966,515932,544934,False,Pack,Adulto Mayor,15000000
3128,2022-04-15,411,Cristopher Espinosa,44,puerto montt,Región de los Lagos,Tienda,4,70297,281188,387382,False,Pack,Adulto Joven,15000000
3129,2022-04-15,5518,Karen Díaz,31,viña del mar,Región de Valparaíso,Tienda,4,982900,3931600,544934,False,Pack,Adulto Joven,15000000
3132,2022-04-15,5269,Soledad Espinoza,32,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,1,863219,863219,544934,False,Individual,Adulto Joven,15000000
3133,2022-04-15,665,Rosa Lagos,34,puerto montt,Región de los Lagos,Web,1,516722,516722,191604,False,Individual,Adulto Joven,15000000
3134,2022-04-15,1746,Henry Moraga,41,santiago,Región Metropolitana de Santiago,Tienda,4,1050289,4201156,544934,False,Pack,Adulto Joven,15000000
3135,2022-04-15,4127,Juana Avendaño,49,santiago,Región Metropolitana de Santiago,Tienda,1,870083,870083,544934,False,Individual,Adulto Joven,15000000
3136,2022-04-15,347,Guillermo Rodríguez,41,santiago,Región Metropolitana de Santiago,Tienda,3,276298,828894,671584,False,Pack,Adulto Joven,15000000
3137,2022-04-15,1195,Frank Velásquez,21,santiago,Región Metropolitana de Santiago,Web,1,583779,583779,544934,False,Individual,Joven,15000000
3140,2022-04-15,5187,Karla Montoya,39,antofagasta,Región de Antofagasta,Web,4,498126,1992504,544934,False,Pack,Adulto Joven,15000000
3141,2022-04-15,5582,José Contreras,21,santiago,Región Metropolitana de Santiago,App,4,845241,3380964,544934,False,Pack,Joven,15000000
3142,2022-04-15,5045,Daniel Salazar,26,santiago,Región Metropolitana de Santiago,App,4,445819,1783276,544934,False,Pack,Joven,15000000
3144,2022-04-15,2202,Flor Toledo,41,santiago,Región Metropolitana de Santiago,Web,1,1108614,1108614,544934,False,Individual,Adulto Joven,15000000
3146,2022-04-15,2079,Martín Jiménez,35,valparaíso,Región de Valparaíso,Web,4,540682,2162728,544934,False,Pack,Adulto Joven,15000000
3147,2022-04-15,385,Edelmira Ibáñez,49,santiago,Región Metropolitana de Santiago,Tienda,1,738525,738525,761564,False,Individual,Adulto Joven,15000000
3148,2022-04-15,5621,Ángel Bastías,26,santiago,Región Metropolitana de Santiago,Web,3,1079450,3238350,544934,False,Pack,Joven,15000000
3149,2022-04-15,1904,Sofía Godoy,34,santiago,Región Metropolitana de Santiago,App,4,111877,447508,544934,False,Pack,Adulto Joven,15000000
3150,2022-04-15,235,Mario Guajardo,38,santiago,Región Metropolitana de Santiago,Web,2,1166592,2333184,275719,False,Pack,Adulto Joven,15000000
3151,2022-04-16,3079,Damaris Poblete,31,santiago,Región Metropolitana de Santiago,Web,4,26748,106992,544934,True,Pack,Adulto Joven,15000000
3154,2022-04-16,1772,Victoria Mora,21,valparaíso,Región de Valparaíso,Web,3,463286,1389858,544934,True,Pack,Joven,15000000
3155,2022-04-16,3367,Andrea Vargas,35,concepción,Región del Biobío,Tienda,1,820130,820130,544934,True,Individual,Adulto Joven,15000000
3157,2022-04-16,5756,Margarita Muñoz,25,santiago,Región Metropolitana de Santiago,App,2,785281,1570562,544934,True,Pack,Joven,15000000
3158,2022-04-16,2147,Josefa Vargas,44,antofagasta,Región de Antofagasta,Tienda,4,550945,2203780,544934,True,Pack,Adulto Joven,15000000
3159,2022-04-16,1417,Yesenia Pardo,34,santiago,Región Metropolitana de Santiago,Web,1,91325,91325,544934,True,Individual,Adulto Joven,15000000
3166,2022-04-16,1749,Fernando Pérez,55,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,312520,625040,544934,True,Pack,Senior,15000000
3167,2022-04-16,912,Mateo Hernández,30,santiago,Región Metropolitana de Santiago,Web,3,682321,2046963,341257,True,Pack,Joven,15000000
3169,2022-04-16,830,Jorge Novoa,21,santiago,Región Metropolitana de Santiago,Web,4,1083201,4332804,506996,True,Pack,Joven,15000000
3170,2022-04-16,1300,Patricia Álvarez,42,santiago,Región Metropolitana de Santiago,Web,1,1079742,1079742,544934,True,Individual,Adulto Joven,15000000
3171,2022-04-16,1798,Lucía Salinas,34,valparaíso,Región de Valparaíso,Tienda,4,31614,126456,544934,True,Pack,Adulto Joven,15000000
3172,2022-04-16,1617,Elizabeth Díaz,34,santiago,Región Metropolitana de Santiago,Web,3,942708,2828124,544934,True,Pack,Adulto Joven,15000000
3173,2022-04-16,2012,Ignacio Mejías,64,santiago,Región Metropolitana de Santiago,App,2,579817,1159634,544934,True,Pack,Senior,15000000
3174,2022-04-16,4010,Karin Tapia,41,santiago,Región Metropolitana de Santiago,Tienda,1,901415,901415,544934,True,Individual,Adulto Joven,15000000
3175,2022-04-16,4697,Rodrigo Díaz,36,viña del mar,Región de Valparaíso,App,4,143566,574264,544934,True,Pack,Adulto Joven,15000000
3176,2022-04-16,578,Ignacia Godoy,59,antofagasta,Región de Antofagasta,Tienda,4,934014,3736056,933929,True,Pack,Senior,15000000
3177,2022-04-16,977,Gina Miranda,40,santiago,Región Metropolitana de Santiago,Tienda,2,1106091,2212182,635570,True,Pack,Adulto Joven,15000000
3180,2022-04-16,1070,Daniel Herrera,44,la serena,Región de Coquimbo,Web,2,706099,1412198,544934,True,Pack,Adulto Joven,15000000
3181,2022-04-17,4442,María Zúñiga,34,santiago,Región Metropolitana de Santiago,Web,2,793809,1587618,544934,True,Pack,Adulto Joven,15000000
3182,2022-04-17,498,José Aguilera,31,valparaíso,Región de Valparaíso,App,3,1158479,3475437,169961,True,Pack,Adulto Joven,15000000
3185,2022-04-17,4266,Lorena Reyes,35,valparaíso,Región de Valparaíso,Tienda,1,662057,662057,544934,True,Individual,Adulto Joven,15000000
3189,2022-04-17,4675,Julio Gómez,30,santiago,Región Metropolitana de Santiago,App,2,58114,116228,544934,True,Pack,Joven,15000000
3191,2022-04-17,3904,Cristian Muñoz,61,valparaíso,Región de Valparaíso,Tienda,3,1121122,3363366,544934,True,Pack,Senior,15000000
3192,2022-04-17,1337,María Jara,34,concepción,Región del Biobío,App,1,664682,664682,544934,True,Individual,Adulto Joven,15000000
3193,2022-04-17,4183,Paulina Méndez,35,santiago,Región Metropolitana de Santiago,Tienda,1,797935,797935,544934,True,Individual,Adulto Joven,15000000
3194,2022-04-17,2343,Agustin Peña,26,santiago,Región Metropolitana de Santiago,Tienda,1,272347,272347,544934,True,Individual,Joven,15000000
3195,2022-04-17,2890,Bernardo Concha,52,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,4,877993,3511972,544934,True,Pack,Senior,15000000
3196,2022-04-17,4994,Corina Guzmán,44,santiago,Región Metropolitana de Santiago,Tienda,1,896861,896861,544934,True,Individual,Adulto Joven,15000000
3197,2022-04-17,2870,Alexander Silva,27,santiago,Región Metropolitana de Santiago,App,4,1046895,4187580,544934,True,Pack,Joven,15000000
3198,2022-04-17,1554,Marie Villegas,41,santiago,Región Metropolitana de Santiago,App,1,115117,115117,544934,True,Individual,Adulto Joven,15000000
3202,2022-04-17,5638,Andrea Mamani,34,santiago,Región Metropolitana de Santiago,Web,1,1059158,1059158,544934,True,Individual,Adulto Joven,15000000
3203,2022-04-17,2696,Jacqueline Guzmán,25,concepción,Región del Biobío,Web,3,1161131,3483393,544934,True,Pack,Joven,15000000
3204,2022-04-17,980,Abigail González,48,santiago,Región Metropolitana de Santiago,Web,2,438723,877446,637159,True,Pack,Adulto Joven,15000000
3205,2022-04-17,2190,Julio Alarcón,27,concepción,Región del Biobío,Web,3,1007965,3023895,544934,True,Pack,Joven,15000000
3206,2022-04-17,3296,Alfredo González,30,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,1,28067,28067,544934,True,Individual,Joven,15000000
3207,2022-04-17,153,Angelo Miranda,49,santiago,Región Metropolitana de Santiago,App,3,101447,304341,230405,True,Pack,Adulto Joven,15000000
3208,2022-04-17,2692,Javiera Céspedes,61,santiago,Región Metropolitana de Santiago,Tienda,1,123499,123499,544934,True,Individual,Senior,15000000
3209,2022-04-17,3639,Fabricio Alfaro,35,viña del mar,Región de Valparaíso,Tienda,1,642575,642575,544934,True,Individual,Adulto Joven,15000000
3211,2022-04-18,4148,Judith Rojas,29,santiago,Región Metropolitana de Santiago,App,2,505029,1010058,544934,False,Pack,Joven,15000000
3212,2022-04-18,2254,Alejandro Fernández,58,la serena,Región de Coquimbo,Tienda,2,833797,1667594,544934,False,Pack,Senior,15000000
3213,2022-04-18,3033,Francisco Lorca,20,rancagua,Región del Libertador General Bernardo O'Higgins,App,2,853037,1706074,544934,False,Pack,Joven,15000000
3214,2022-04-18,1331,Pablo Montoya,28,santiago,Región Metropolitana de Santiago,App,1,494758,494758,544934,False,Individual,Joven,15000000
3215,2022-04-18,834,Oscar Bahamonde,19,santiago,Región Metropolitana de Santiago,Web,4,488671,1954684,258748,False,Pack,Joven,15000000
3217,2022-04-18,1656,Luis Escalona,28,santiago,Región Metropolitana de Santiago,Web,3,410848,1232544,544934,False,Pack,Joven,15000000
3218,2022-04-18,566,Cristian Miranda,31,talca,Región del Maule,Web,2,906146,1812292,630926,False,Pack,Adulto Joven,15000000
3220,2022-04-18,5077,Claudio León,24,santiago,Región Metropolitana de Santiago,App,1,462168,462168,544934,False,Individual,Joven,15000000
3221,2022-04-18,987,Ingrid Jara,27,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,479971,959942,719562,False,Pack,Joven,15000000
3227,2022-04-18,104,Kimberly Gatica,63,santiago,Región Metropolitana de Santiago,Tienda,4,1086379,4345516,557714,False,Pack,Senior,15000000
3229,2022-04-18,2568,María Ramírez,47,santiago,Región Metropolitana de Santiago,App,3,300955,902865,544934,False,Pack,Adulto Joven,15000000
3230,2022-04-18,3029,Alexi Vásquez,29,viña del mar,Región de Valparaíso,Web,2,356504,713008,544934,False,Pack,Joven,15000000
3231,2022-04-18,5638,Andrea Mamani,34,santiago,Región Metropolitana de Santiago,App,4,316765,1267060,544934,False,Pack,Adulto Joven,15000000
3236,2022-04-18,2906,Félix Guajardo,22,santiago,Región Metropolitana de Santiago,Web,4,54286,217144,544934,False,Pack,Joven,15000000
3237,2022-04-18,5436,Joaquín Soto,34,santiago,Región Metropolitana de Santiago,Tienda,3,1170744,3512232,544934,False,Pack,Adulto Joven,15000000
3239,2022-04-18,2154,Constanza Salazar,34,antofagasta,Región de Antofagasta,Tienda,1,1152560,1152560,544934,False,Individual,Adulto Joven,15000000
3240,2022-04-18,2413,Adolfo Salazar,50,valparaíso,Región de Valparaíso,Tienda,3,61795,185385,544934,False,Pack,Adulto Joven,15000000
3241,2022-04-19,5646,Francisco Silva,24,antofagasta,Región de Antofagasta,Web,3,34764,104292,544934,False,Pack,Joven,15000000
3242,2022-04-19,498,José Aguilera,31,valparaíso,Región de Valparaíso,App,2,975419,1950838,169961,False,Pack,Adulto Joven,15000000
3243,2022-04-19,3156,Rosalía Reyes,50,santiago,Región Metropolitana de Santiago,Tienda,1,215741,215741,544934,False,Individual,Adulto Joven,15000000
3245,2022-04-19,788,Lorenzo González,34,concepción,Región del Biobío,Web,1,1178198,1178198,460766,False,Individual,Adulto Joven,15000000
3247,2022-04-19,5893,Eric Cruz,41,santiago,Región Metropolitana de Santiago,Tienda,3,142393,427179,544934,False,Pack,Adulto Joven,15000000
3249,2022-04-19,3161,Raquel Guzmán,19,rancagua,Región del Libertador General Bernardo O'Higgins,Web,1,93002,93002,544934,False,Individual,Joven,15000000
3250,2022-04-19,2066,Cristian García,21,santiago,Región Metropolitana de Santiago,App,4,1164452,4627197,544934,False,Pack,Joven,15000000
3251,2022-04-19,4524,Sarah Arriagada,62,santiago,Región Metropolitana de Santiago,Web,3,1034643,3103929,544934,False,Pack,Senior,15000000
3255,2022-04-19,5080,Miguel Orellana,19,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,4,621007,2484028,544934,False,Pack,Joven,15000000
3256,2022-04-19,177,Valentina Órdenes,33,santiago,Región Metropolitana de Santiago,Web,2,1059156,2118312,721844,False,Pack,Adulto Joven,15000000
3257,2022-04-19,696,Noelia Casanova,24,santiago,Región Metropolitana de Santiago,Web,1,68748,68748,649558,False,Individual,Joven,15000000
3261,2022-04-19,2584,Lorena Rosales,20,santiago,Región Metropolitana de Santiago,Web,4,374173,1496692,544934,False,Pack,Joven,15000000
3263,2022-04-19,3403,María Parra,42,talca,Región del Maule,Tienda,1,690385,690385,544934,False,Individual,Adulto Joven,15000000
3264,2022-04-19,1217,Andrea Carrillo,40,santiago,Región Metropolitana de Santiago,Tienda,1,93496,93496,544934,False,Individual,Adulto Joven,15000000
3265,2022-04-19,727,Hans García,44,puerto montt,Región de los Lagos,Web,2,42756,85512,225795,False,Pack,Adulto Joven,15000000
3271,2022-04-20,4184,Valeska Díaz,21,antofagasta,Región de Antofagasta,App,1,140570,140570,544934,False,Individual,Joven,15000000
3272,2022-04-20,2645,Soraya Bravo,33,santiago,Región Metropolitana de Santiago,Web,1,355166,355166,544934,False,Individual,Adulto Joven,15000000
3275,2022-04-20,3830,José Farías,34,santiago,Región Metropolitana de Santiago,Tienda,4,524495,2097980,544934,False,Pack,Adulto Joven,15000000
3276,2022-04-20,3595,Noemí González,52,santiago,Región Metropolitana de Santiago,Web,2,1041585,2083170,544934,False,Pack,Senior,15000000
3278,2022-04-20,3125,Felipe Montecinos,34,santiago,Región Metropolitana de Santiago,Web,4,675024,2700096,544934,False,Pack,Adulto Joven,15000000
