id_venta,fecha_venta,id_cliente,nombre_cliente,edad,ciudad,region,canal_venta,cantidad,precio_unitario_clp,total_venta_clp,monto_compra
4111,18-05-2022,2163,Gabriel Sobarzo,44,santiago,Región Metropolitana de Santiago,Web,4,504137,2016548,544934.0
4112,18-05-2022,38,Paola Cavieres,41,talca,Región del Maule,Tienda,2,60213,120426,187905.0
4114,18-05-2022,3707,Ramón Pérez,30,concepción,Región del Biobío,App,2,937644,1875288,544934.0
4115,18-05-2022,5409,Esther Aguilera,34,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,868175,1736350,544934.0
4120,18-05-2022,3730,Emilio Rojas,45,santiago,Región Metropolitana de Santiago,Web,2,1017591,2035182,544934.0
4121,18-05-2022,5253,Carlos Moraga,79,viña del mar,Región de Valparaíso,Tienda,4,343635,1374540,544934.0
4122,18-05-2022,3779,Magdalena Peña,34,valparaíso,Región de Valparaíso,Web,1,809777,809777,544934.0
4123,18-05-2022,470,Lidia Mella,35,santiago,Región Metropolitana de Santiago,Tienda,3,457586,1372758,966900.0
4125,18-05-2022,3820,Christopher Godoy,38,santiago,Región Metropolitana de Santiago,Tienda,1,1020808,1020808,544934.0
4126,18-05-2022,5121,Erik Vicencio,45,la serena,Región de Coquimbo,Tienda,3,731302,2193906,544934.0
4129,18-05-2022,4469,Carmen Herrera,34,santiago,Región Metropolitana de Santiago,Web,2,546677,1093354,544934.0
4130,18-05-2022,3933,Ronny Videla,33,santiago,Región Metropolitana de Santiago,Tienda,2,450596,901192,544934.0
4131,18-05-2022,4446,David Pérez,21,santiago,Región Metropolitana de Santiago,App,3,582419,1747257,544934.0
4132,18-05-2022,5511,Fanny Zapata,35,concepción,Región del Biobío,Tienda,1,447323,447323,544934.0
4133,18-05-2022,1154,Julio Vidal,48,valparaíso,Región de Valparaíso,Tienda,1,215829,215829,544934.0
4134,18-05-2022,5849,Josefina Sepúlveda,19,santiago,Región Metropolitana de Santiago,Web,3,955913,2867739,544934.0
4136,18-05-2022,2018,Lucía Barraza,27,concepción,Región del Biobío,Web,2,387513,775026,544934.0
4137,18-05-2022,3270,Mauricio Reyes,51,valparaíso,Región de Valparaíso,Web,4,1054775,4219100,544934.0
4141,19-05-2022,720,Sebastián Castro,45,santiago,Región Metropolitana de Santiago,App,4,157456,629824,757781.0
4142,19-05-2022,2097,Carmela Concha,35,santiago,Región Metropolitana de Santiago,Web,2,389536,779072,544934.0
4143,19-05-2022,5350,Bastián Espinoza,34,santiago,Región Metropolitana de Santiago,Tienda,1,553588,553588,544934.0
4145,19-05-2022,968,Luis Díaz,34,puerto montt,Región de los Lagos,Tienda,1,379345,379345,367410.0
4147,19-05-2022,5278,María Espinoza,42,santiago,Región Metropolitana de Santiago,Tienda,1,335448,335448,544934.0
4149,19-05-2022,5898,Florencia Bravo,20,santiago,Región Metropolitana de Santiago,Web,1,867487,867487,544934.0
4150,19-05-2022,1195,Frank Velásquez,21,santiago,Región Metropolitana de Santiago,Tienda,1,224857,224857,544934.0
4151,19-05-2022,2772,Dayana Ávila,22,valparaíso,Región de Valparaíso,App,2,390390,780780,544934.0
4152,19-05-2022,2835,Tomás Donoso,60,concepción,Región del Biobío,Web,3,482497,1447491,544934.0
4153,19-05-2022,3275,Monica Sandoval,23,la serena,Región de Coquimbo,App,3,25473,76419,544934.0
4155,19-05-2022,1491,Marcela Meza,27,santiago,Región Metropolitana de Santiago,Web,2,397624,795248,544934.0
4158,19-05-2022,5399,Dylan Villanueva,80,viña del mar,Región de Valparaíso,Tienda,4,536700,2146800,544934.0
4159,19-05-2022,106,Jonathan Bascuñán,49,santiago,Región Metropolitana de Santiago,Web,4,902488,3609952,324363.0
4165,19-05-2022,493,Bernardo Moya,29,santiago,Región Metropolitana de Santiago,App,3,1104934,3314802,349643.0
4167,19-05-2022,3766,Marcelo Torres,50,concepción,Región del Biobío,Web,3,311909,935727,544934.0
4169,19-05-2022,2493,Natalia Cáceres,23,santiago,Región Metropolitana de Santiago,Web,1,148741,148741,544934.0
4171,20-05-2022,3477,José Martínez,55,santiago,Región Metropolitana de Santiago,App,2,924573,1849146,544934.0
4172,20-05-2022,4804,Macarena Orellana,19,santiago,Región Metropolitana de Santiago,Tienda,4,771001,3084004,544934.0
4173,20-05-2022,3813,Diego Muñoz,49,santiago,Región Metropolitana de Santiago,Web,1,1065333,1065333,544934.0
4175,20-05-2022,5526,Gloria Ramírez,29,santiago,Región Metropolitana de Santiago,Web,4,129534,518136,544934.0
4176,20-05-2022,4869,María Gutiérrez,30,temuco,Región de la Araucanía,App,4,977382,3909528,544934.0
4178,20-05-2022,3441,Elvira Tapia,19,concepción,Región del Biobío,App,1,325428,325428,544934.0
4181,20-05-2022,2436,Martha Araya,40,santiago,Región Metropolitana de Santiago,Tienda,4,1035670,4142680,544934.0
4182,20-05-2022,4410,Raúl Muñoz,32,santiago,Región Metropolitana de Santiago,App,4,731212,2924848,544934.0
4183,20-05-2022,3532,Anita Norambuena,20,viña del mar,Región de Valparaíso,App,4,60743,242972,544934.0
4184,20-05-2022,5113,Evelin Reyes,28,santiago,Región Metropolitana de Santiago,Web,4,640702,2562808,544934.0
4185,20-05-2022,4879,Cristian Fernández,44,santiago,Región Metropolitana de Santiago,Tienda,2,935818,1871636,544934.0
4187,20-05-2022,303,Francisco Salgado,30,talca,Región del Maule,App,4,242564,970256,586572.0
4188,20-05-2022,679,Amelia Torres,26,talca,Región del Maule,Web,2,1031491,2062982,972523.0
4189,20-05-2022,1305,Tamara Ruiz,46,santiago,Región Metropolitana de Santiago,Web,1,504325,504325,544934.0
4190,20-05-2022,2505,Jorge Sepúlveda,34,santiago,Región Metropolitana de Santiago,Tienda,3,782201,2346603,544934.0
4191,20-05-2022,3237,Patricio Marchant,26,viña del mar,Región de Valparaíso,Web,3,45367,136101,544934.0
4195,20-05-2022,2578,Rosa López,48,valparaíso,Región de Valparaíso,Web,2,523992,1047984,544934.0
4196,20-05-2022,5645,Carla Meza,43,santiago,Región Metropolitana de Santiago,Web,4,72378,289512,544934.0
4200,20-05-2022,2813,Justin Núñez,45,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,4,288027,1152108,544934.0
4202,21-05-2022,5306,Martín Román,26,viña del mar,Región de Valparaíso,Web,1,196361,196361,544934.0
4204,21-05-2022,1475,Enrique Escobar,18,concepción,Región del Biobío,Web,4,1127293,4509172,544934.0
4206,21-05-2022,702,Matheo Ortega,75,antofagasta,Región de Antofagasta,Tienda,4,750076,3000304,146641.0
4207,21-05-2022,2837,Sandra Muñoz,30,concepción,Región del Biobío,Tienda,3,783881,2351643,544934.0
4209,21-05-2022,244,Mireya Novoa,27,santiago,Región Metropolitana de Santiago,App,4,397628,1590512,433143.0
4210,21-05-2022,1539,Ángel Orellana,31,temuco,Región de la Araucanía,Tienda,3,456420,1369260,544934.0
4211,21-05-2022,200,Patricia Ayala,33,santiago,Región Metropolitana de Santiago,Web,2,1044083,2088166,801888.0
4213,21-05-2022,5081,Leticia Jorquera,30,santiago,Región Metropolitana de Santiago,Tienda,4,362181,1448724,544934.0
4214,21-05-2022,532,Daniel Sanhueza,36,temuco,Región de la Araucanía,Tienda,2,21914,43828,999746.0
4215,21-05-2022,5027,Carmen Fuentes,34,concepción,Región del Biobío,Tienda,4,1147946,4591784,544934.0
4216,21-05-2022,2211,León Valdés,34,puerto montt,Región de los Lagos,Web,2,701029,1402058,544934.0
4218,21-05-2022,659,Fresia Espinoza,43,santiago,Región Metropolitana de Santiago,App,1,118334,118334,681326.0
4219,21-05-2022,2879,Rosa Guerra,48,valparaíso,Región de Valparaíso,Tienda,1,235758,235758,544934.0
4220,21-05-2022,3696,José Campos,45,concepción,Región del Biobío,Web,3,400674,1202022,544934.0
4221,21-05-2022,2159,Exequiel Pizarro,38,temuco,Región de la Araucanía,Tienda,3,563302,1689906,544934.0
4224,21-05-2022,5388,Miriam Astudillo,34,concepción,Región del Biobío,App,1,465266,465266,544934.0
4225,21-05-2022,599,Esperanza Saldías,42,valparaíso,Región de Valparaíso,Tienda,4,38756,155024,273060.0
4227,21-05-2022,5362,Evaristo Hernández,18,santiago,Región Metropolitana de Santiago,App,1,261784,261784,544934.0
4230,21-05-2022,2873,Miguel Ruiz,24,santiago,Región Metropolitana de Santiago,Web,2,963430,1926860,544934.0
4232,22-05-2022,3267,José Solar,18,temuco,Región de la Araucanía,App,4,692039,2768156,544934.0
4234,22-05-2022,923,José Salazar,80,talca,Región del Maule,Tienda,4,1174804,4627197,905097.0
4238,22-05-2022,1529,Marisol Escobar,46,la serena,Región de Coquimbo,Tienda,2,952326,1904652,544934.0
4239,22-05-2022,4240,Berta Miranda,51,temuco,Región de la Araucanía,Tienda,3,37546,112638,544934.0
4240,22-05-2022,5865,Evelyn Salinas,35,santiago,Región Metropolitana de Santiago,Tienda,1,15736,15736,544934.0
4241,22-05-2022,4658,Andrés González,34,antofagasta,Región de Antofagasta,Web,1,873834,873834,544934.0
4243,22-05-2022,2908,Milán Gómez,70,santiago,Región Metropolitana de Santiago,App,1,934319,934319,544934.0
4245,22-05-2022,1366,Damián Ortega,34,antofagasta,Región de Antofagasta,Tienda,2,464271,928542,544934.0
4246,22-05-2022,1990,Amalia Leyton,23,santiago,Región Metropolitana de Santiago,Web,1,136548,136548,544934.0
4248,22-05-2022,1058,Ana Ávila,26,santiago,Región Metropolitana de Santiago,App,4,390977,1563908,544934.0
4250,22-05-2022,3219,Gonzalo Donoso,30,temuco,Región de la Araucanía,App,1,920573,920573,544934.0
4253,22-05-2022,5046,Catalina Mardones,40,antofagasta,Región de Antofagasta,Tienda,2,38032,76064,544934.0
4254,22-05-2022,4807,Patricia Valenzuela,48,antofagasta,Región de Antofagasta,Web,2,399067,798134,544934.0
4255,22-05-2022,3752,José Flores,34,concepción,Región del Biobío,Tienda,4,1026757,4107028,544934.0
4257,22-05-2022,65,Karen Piña,36,valparaíso,Región de Valparaíso,App,4,658295,2633180,352841.0
4258,22-05-2022,2534,Vicente Toledo,43,antofagasta,Región de Antofagasta,Tienda,1,499979,499979,544934.0
4259,22-05-2022,4596,Adelina Castro,44,concepción,Región del Biobío,Web,3,513328,1539984,544934.0
4260,22-05-2022,1656,Luis Escalona,28,santiago,Región Metropolitana de Santiago,Tienda,3,401012,1203036,544934.0
4262,23-05-2022,4111,Soledad Rojas,28,temuco,Región de la Araucanía,App,2,152731,305462,544934.0
4263,23-05-2022,419,Raúl Mamani,19,santiago,Región Metropolitana de Santiago,Web,4,567831,2271324,705267.0
4265,23-05-2022,2144,Alexandra Contreras,56,santiago,Región Metropolitana de Santiago,App,2,292011,584022,544934.0
4266,23-05-2022,4242,Carolina Uribe,20,santiago,Región Metropolitana de Santiago,App,1,1157373,1157373,544934.0
4268,23-05-2022,567,Anselmo Tapia,42,santiago,Región Metropolitana de Santiago,Web,4,1165200,4627197,453020.0
4269,23-05-2022,2806,José Sepúlveda,19,la serena,Región de Coquimbo,App,2,307523,615046,544934.0
4270,23-05-2022,2353,Enrique Álvarez,27,antofagasta,Región de Antofagasta,Web,3,770928,2312784,544934.0
4272,23-05-2022,689,Javiera Silva,47,la serena,Región de Coquimbo,Web,3,962969,2888907,792544.0
4275,23-05-2022,3433,Sofía Garrido,19,santiago,Región Metropolitana de Santiago,Web,4,13673,54692,544934.0
4276,23-05-2022,5703,Sergio Araya,29,la serena,Región de Coquimbo,App,2,816701,1633402,544934.0
4277,23-05-2022,5209,Rosa Reyes,34,concepción,Región del Biobío,Web,1,57023,57023,544934.0
4278,23-05-2022,3666,Jaime Araya,47,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,4,629337,2517348,544934.0
4279,23-05-2022,1187,Simón López,53,viña del mar,Región de Valparaíso,Tienda,4,1189029,4627197,544934.0
4280,23-05-2022,5138,Ana García,48,rancagua,Región del Libertador General Bernardo O'Higgins,Web,1,604922,604922,544934.0
4281,23-05-2022,4433,Marta Mardones,34,valparaíso,Región de Valparaíso,Web,3,557758,1673274,544934.0
4282,23-05-2022,558,Sergio Villegas,48,concepción,Región del Biobío,Tienda,2,310948,621896,125904.0
4283,23-05-2022,485,María Astorga,31,santiago,Región Metropolitana de Santiago,Web,2,1174565,2349130,625883.0
4284,23-05-2022,5988,Segundo Olave,28,la serena,Región de Coquimbo,Web,3,310521,931563,544934.0
4285,23-05-2022,4575,Osvaldo Farías,39,talca,Región del Maule,Tienda,2,860632,1721264,544934.0
4291,24-05-2022,1252,Rosa Ortiz,42,temuco,Región de la Araucanía,Tienda,2,352123,704246,544934.0
4293,24-05-2022,389,Alicia Rivera,52,concepción,Región del Biobío,Web,2,1137494,2274988,775553.0
4294,24-05-2022,5840,Francisco Vásquez,33,viña del mar,Región de Valparaíso,Web,4,388871,1555484,544934.0
4296,24-05-2022,890,Carolina Ayala,33,santiago,Región Metropolitana de Santiago,Tienda,1,606868,606868,318855.0
4299,24-05-2022,1785,Cristhian Montoya,27,antofagasta,Región de Antofagasta,Tienda,1,126704,126704,544934.0
4302,24-05-2022,5088,Joaquín Reyes,25,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,600818,1201636,544934.0
4303,24-05-2022,1248,Héctor Salamanca,48,santiago,Región Metropolitana de Santiago,Tienda,4,135308,541232,544934.0
4304,24-05-2022,3655,María Olmedo,47,santiago,Región Metropolitana de Santiago,Web,3,1011742,3035226,544934.0
4305,24-05-2022,1170,Boris Donoso,61,santiago,Región Metropolitana de Santiago,Tienda,1,1041241,1041241,544934.0
4306,24-05-2022,5269,Soledad Espinoza,32,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,3,371262,1113786,544934.0
4309,24-05-2022,2575,Ulises Aguayo,67,temuco,Región de la Araucanía,Web,1,206365,206365,544934.0
4311,24-05-2022,284,María Ibarra,34,temuco,Región de la Araucanía,App,1,744839,744839,184584.0
4312,24-05-2022,758,Francisca Bahamonde,23,santiago,Región Metropolitana de Santiago,Web,4,265292,1061168,580115.0
4313,24-05-2022,4284,Gustavo Aravena,65,santiago,Región Metropolitana de Santiago,Tienda,4,197740,790960,544934.0
4314,24-05-2022,1973,Tomás González,34,la serena,Región de Coquimbo,Web,3,817229,2451687,544934.0
4315,24-05-2022,2770,Mónica Moyano,33,valparaíso,Región de Valparaíso,Tienda,4,819907,3279628,544934.0
4319,24-05-2022,1653,Gael Rodríguez,41,santiago,Región Metropolitana de Santiago,Web,3,408804,1226412,544934.0
4320,24-05-2022,1905,Martín Cortés,19,santiago,Región Metropolitana de Santiago,Tienda,4,117068,468272,544934.0
4321,25-05-2022,2343,Agustin Peña,26,santiago,Región Metropolitana de Santiago,App,2,1196588,2393176,544934.0
4322,25-05-2022,2287,Nicole Garrido,52,valparaíso,Región de Valparaíso,Web,1,45967,45967,544934.0
4323,25-05-2022,5992,María Cárdenas,41,temuco,Región de la Araucanía,Tienda,1,856563,856563,544934.0
4324,25-05-2022,4206,Roxana Contreras,28,temuco,Región de la Araucanía,Web,4,844245,3376980,544934.0
4327,25-05-2022,3140,Vania Pereira,53,santiago,Región Metropolitana de Santiago,Web,1,729918,729918,544934.0
4329,25-05-2022,5416,María Bruna,18,antofagasta,Región de Antofagasta,App,3,616355,1849065,544934.0
4330,25-05-2022,1995,Santino Reyes,26,concepción,Región del Biobío,Web,3,1142501,3427503,544934.0
4332,25-05-2022,1685,Blanca Arancibia,32,valparaíso,Región de Valparaíso,Web,4,217933,871732,544934.0
4334,25-05-2022,434,Hilda Morales,29,puerto montt,Región de los Lagos,App,1,668808,668808,191010.0
4336,25-05-2022,1020,Octavio López,36,santiago,Región Metropolitana de Santiago,Tienda,4,1069257,4277028,544934.0
4338,25-05-2022,875,Patricia Morales,57,concepción,Región del Biobío,Web,1,233645,233645,122848.0
4340,25-05-2022,186,Francisco Valencia,34,viña del mar,Región de Valparaíso,App,3,978627,2935881,693986.0
4341,25-05-2022,5030,Beatriz Guajardo,46,santiago,Región Metropolitana de Santiago,Web,3,827798,2483394,544934.0
4343,25-05-2022,1917,Yerko Herrera,33,concepción,Región del Biobío,Web,2,1167053,2334106,544934.0
4344,25-05-2022,1359,Elizabeth González,19,santiago,Región Metropolitana de Santiago,App,3,691377,2074131,544934.0
4345,25-05-2022,1114,Paolo Peralta,31,antofagasta,Región de Antofagasta,Web,2,672755,1345510,544934.0
4346,25-05-2022,530,Lidia Yáñez,36,concepción,Región del Biobío,Web,4,326004,1304016,878250.0
4347,25-05-2022,5053,Catalina Espinoza,34,santiago,Región Metropolitana de Santiago,Tienda,4,859802,3439208,544934.0
4349,25-05-2022,82,Paloma Mansilla,52,antofagasta,Región de Antofagasta,Web,4,282869,1131476,660968.0
4351,26-05-2022,4431,Luis Sánchez,36,santiago,Región Metropolitana de Santiago,Tienda,2,848342,1696684,544934.0
4352,26-05-2022,5235,Bernardita Pincheira,19,santiago,Región Metropolitana de Santiago,App,4,758842,3035368,544934.0
4353,26-05-2022,1784,Anastasia Lara,50,concepción,Región del Biobío,Tienda,3,125393,376179,544934.0
4355,26-05-2022,52,Elisa Muñoz,29,santiago,Región Metropolitana de Santiago,Web,2,785747,1571494,797620.0
4356,26-05-2022,2478,Judith González,19,temuco,Región de la Araucanía,Web,3,393768,1181304,544934.0
4357,26-05-2022,3258,Andrés Bastías,33,talca,Región del Maule,Tienda,4,1099911,4399644,544934.0
4358,26-05-2022,3697,Bárbara Parada,40,talca,Región del Maule,Tienda,2,760786,1521572,544934.0
4360,26-05-2022,3000,Sebastián Leiva,19,concepción,Región del Biobío,App,4,406762,1627048,544934.0
4361,26-05-2022,3503,Sandra Prado,19,santiago,Región Metropolitana de Santiago,App,3,52723,158169,544934.0
4362,26-05-2022,5577,Ruby Benavides,70,antofagasta,Región de Antofagasta,Web,2,663878,1327756,544934.0
4363,26-05-2022,4589,Carlos Garrido,66,valparaíso,Región de Valparaíso,Tienda,3,502603,1507809,544934.0
4364,26-05-2022,2290,Macarena Silva,44,puerto montt,Región de los Lagos,App,4,659470,2637880,544934.0
4366,26-05-2022,4563,Paulina Ulloa,28,la serena,Región de Coquimbo,Web,2,1059176,2118352,544934.0
4368,26-05-2022,352,Juan Oyarzo,33,santiago,Región Metropolitana de Santiago,Web,1,168201,168201,870841.0
4370,26-05-2022,693,Lukas Muñoz,56,santiago,Región Metropolitana de Santiago,Tienda,2,593584,1187168,556849.0
4371,26-05-2022,150,María Riquelme,71,la serena,Región de Coquimbo,Web,3,691410,2074230,350782.0
4373,26-05-2022,3266,Benjamín Orellana,34,la serena,Región de Coquimbo,Web,2,832771,1665542,544934.0
4376,26-05-2022,997,Krishna Astorga,34,talca,Región del Maule,App,1,996268,996268,925582.0
4377,26-05-2022,3567,Germán Calderón,25,viña del mar,Región de Valparaíso,Web,2,1002510,2005020,544934.0
4378,26-05-2022,1804,José Flores,37,santiago,Región Metropolitana de Santiago,Web,2,997287,1994574,544934.0
4379,26-05-2022,1646,Víctor Velásquez,42,santiago,Región Metropolitana de Santiago,Tienda,1,1122718,1122718,544934.0
4380,26-05-2022,4476,Francisco Troncoso,20,talca,Región del Maule,Web,3,322864,968592,544934.0
4381,27-05-2022,4446,David Pérez,21,santiago,Región Metropolitana de Santiago,App,1,136005,136005,544934.0
4382,27-05-2022,1376,José Contreras,44,santiago,Región Metropolitana de Santiago,Web,4,1078615,4314460,544934.0
4384,27-05-2022,256,Janet Jaque,27,viña del mar,Región de Valparaíso,App,3,640253,1920759,601121.0
4385,27-05-2022,2994,Rosa Cortés,19,santiago,Región Metropolitana de Santiago,App,3,8359,25077,544934.0
4386,27-05-2022,786,Karin Contreras,19,santiago,Región Metropolitana de Santiago,App,4,1146966,4587864,917606.0
4387,27-05-2022,5443,Oscar Choque,55,santiago,Región Metropolitana de Santiago,Web,2,423212,846424,544934.0
4388,27-05-2022,5083,Luisa Sandoval,72,concepción,Región del Biobío,Tienda,1,52333,52333,544934.0
4389,27-05-2022,5698,Luis Venegas,39,puerto montt,Región de los Lagos,Web,3,848333,2544999,544934.0
4391,27-05-2022,1367,Ignacio Mardones,75,santiago,Región Metropolitana de Santiago,App,1,748226,748226,544934.0
4393,27-05-2022,4180,Erna Acevedo,45,concepción,Región del Biobío,Tienda,3,985438,2956314,544934.0
4395,27-05-2022,362,Marie Guzmán,28,concepción,Región del Biobío,Tienda,3,170897,512691,678959.0
4397,27-05-2022,1811,Rodrigo Norambuena,25,antofagasta,Región de Antofagasta,Tienda,3,1024708,3074124,544934.0
4398,27-05-2022,5952,Alfredo Gómez,34,santiago,Región Metropolitana de Santiago,Web,1,760492,760492,544934.0
4402,27-05-2022,1278,Patricio Lizama,32,viña del mar,Región de Valparaíso,Tienda,3,155891,467673,544934.0
4407,27-05-2022,3114,Carolina Medina,35,santiago,Región Metropolitana de Santiago,Tienda,1,868305,868305,544934.0
4409,27-05-2022,3236,María Leiva,49,santiago,Región Metropolitana de Santiago,Tienda,2,406682,813364,544934.0
4410,27-05-2022,5454,Leonardo Ramírez,29,temuco,Región de la Araucanía,App,2,113282,226564,544934.0
4411,28-05-2022,4481,Rose López,28,santiago,Región Metropolitana de Santiago,Web,2,1077998,2155996,544934.0
4412,28-05-2022,1325,Daniela Zúñiga,42,valparaíso,Región de Valparaíso,Tienda,4,1086938,4347752,544934.0
4413,28-05-2022,3662,Patricia González,47,valparaíso,Región de Valparaíso,Tienda,2,799071,1598142,544934.0
4414,28-05-2022,266,Esteban Zamorano,52,santiago,Región Metropolitana de Santiago,Tienda,4,371071,1484284,766692.0
4416,28-05-2022,385,Edelmira Ibáñez,49,santiago,Región Metropolitana de Santiago,Web,4,369753,1479012,761564.0
4419,28-05-2022,1120,Sebastián Campos,29,santiago,Región Metropolitana de Santiago,Tienda,4,224053,896212,544934.0
4421,28-05-2022,5977,Sofía Prieto,34,concepción,Región del Biobío,Tienda,1,919778,919778,544934.0
4423,28-05-2022,5037,Joaquín Rosales,24,santiago,Región Metropolitana de Santiago,Web,4,162781,651124,544934.0
4424,28-05-2022,5405,Patricia Yáñez,24,valparaíso,Región de Valparaíso,Tienda,1,35996,35996,544934.0
4425,28-05-2022,5021,Brenda Vargas,27,la serena,Región de Coquimbo,Web,1,36093,36093,544934.0
4426,28-05-2022,4509,Noemí Aguirre,30,concepción,Región del Biobío,App,1,791366,791366,544934.0
4427,28-05-2022,3807,Liliana García,29,la serena,Región de Coquimbo,Tienda,1,869693,869693,544934.0
4431,28-05-2022,4792,Alejandro Alarcón,20,talca,Región del Maule,Web,1,652695,652695,544934.0
4433,28-05-2022,1323,Pedro Saavedra,44,santiago,Región Metropolitana de Santiago,Web,2,875301,1750602,544934.0
4434,28-05-2022,870,Gabriel Jerez,55,viña del mar,Región de Valparaíso,Tienda,2,520235,1040470,951504.0
4436,28-05-2022,3994,Rosamel Urrutia,65,santiago,Región Metropolitana de Santiago,Tienda,2,1079721,2159442,544934.0
4438,28-05-2022,209,Gabriel Toro,34,santiago,Región Metropolitana de Santiago,Web,3,114529,343587,104555.0
4441,29-05-2022,432,Liam Torres,34,santiago,Región Metropolitana de Santiago,Web,3,873721,2621163,785360.0
4443,29-05-2022,3319,Julio Vergara,51,santiago,Región Metropolitana de Santiago,App,4,170753,683012,544934.0
4444,29-05-2022,1548,Mauricio Arias,61,puerto montt,Región de los Lagos,App,4,583677,2334708,544934.0
4445,29-05-2022,1730,Jimena Machuca,24,santiago,Región Metropolitana de Santiago,Tienda,3,626358,1879074,544934.0
4446,29-05-2022,2931,Consuelo Arévalo,33,santiago,Región Metropolitana de Santiago,Tienda,4,1098776,4395104,544934.0
4447,29-05-2022,1283,Cristian Bernal,34,santiago,Región Metropolitana de Santiago,Web,1,349662,349662,544934.0
4448,29-05-2022,5148,María Jara,23,santiago,Región Metropolitana de Santiago,Web,1,990216,990216,544934.0
4449,29-05-2022,236,Raúl Gómez,28,la serena,Región de Coquimbo,Web,2,1030316,2060632,750207.0
4450,29-05-2022,948,Florencia González,30,santiago,Región Metropolitana de Santiago,Web,3,1184473,3553419,910017.0
4451,29-05-2022,3251,Luis Toro,41,santiago,Región Metropolitana de Santiago,Tienda,4,601206,2404824,544934.0
4452,29-05-2022,2116,Paulina Villagrán,20,puerto montt,Región de los Lagos,App,4,762880,3051520,544934.0
4453,29-05-2022,1756,Diego Aguilera,34,santiago,Región Metropolitana de Santiago,App,3,1115121,3345363,544934.0
4454,29-05-2022,4366,Paulo Arriagada,34,santiago,Región Metropolitana de Santiago,Tienda,1,1068612,1068612,544934.0
4455,29-05-2022,777,Norma Riquelme,47,santiago,Región Metropolitana de Santiago,Tienda,3,1060808,3182424,306326.0
4459,29-05-2022,5968,Antonia Torres,62,temuco,Región de la Araucanía,Tienda,3,594828,1784484,544934.0
4461,29-05-2022,1255,Salvador Mardones,53,santiago,Región Metropolitana de Santiago,Web,2,858154,1716308,544934.0
4462,29-05-2022,1599,Oscar Castillo,25,talca,Región del Maule,App,3,262253,786759,544934.0
4463,29-05-2022,5594,Cecilia Rojas,25,valparaíso,Región de Valparaíso,Tienda,2,313221,626442,544934.0
4465,29-05-2022,1240,Rosa Palma,29,temuco,Región de la Araucanía,Web,4,628712,2514848,544934.0
4466,29-05-2022,1290,Marcelo Rubilar,24,temuco,Región de la Araucanía,App,2,191580,383160,544934.0
4467,29-05-2022,1778,Ramón Ferreira,24,santiago,Región Metropolitana de Santiago,Web,1,427060,427060,544934.0
4468,29-05-2022,236,Raúl Gómez,28,la serena,Región de Coquimbo,App,1,569429,569429,750207.0
4469,29-05-2022,3027,Bernardo Fuentes,44,antofagasta,Región de Antofagasta,Tienda,2,930096,1860192,544934.0
4470,29-05-2022,2185,Sergio Mora,41,santiago,Región Metropolitana de Santiago,Web,1,1185012,1185012,544934.0
4472,30-05-2022,1330,María Orellana,59,concepción,Región del Biobío,App,4,1161319,4627197,544934.0
4473,30-05-2022,4840,Pía Soto,28,santiago,Región Metropolitana de Santiago,App,3,1140197,3420591,544934.0
4474,30-05-2022,3267,José Solar,18,temuco,Región de la Araucanía,Web,2,112842,225684,544934.0
4475,30-05-2022,435,José Bahamondes,48,antofagasta,Región de Antofagasta,Web,1,95029,95029,175696.0
4476,30-05-2022,672,Cristian Parra,20,santiago,Región Metropolitana de Santiago,Tienda,1,1035408,1035408,907089.0
4478,30-05-2022,4182,Sergio Gómez,59,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,4,15849,63396,544934.0
4480,30-05-2022,3410,Daniel Barrientos,35,temuco,Región de la Araucanía,Tienda,4,279973,1119892,544934.0
4481,30-05-2022,4215,Atilio Castro,43,santiago,Región Metropolitana de Santiago,Tienda,4,1011911,4047644,544934.0
4482,30-05-2022,3241,Jonathan Espinoza,28,santiago,Región Metropolitana de Santiago,Tienda,3,147041,441123,544934.0
4483,30-05-2022,3152,Pablo Paredes,43,santiago,Región Metropolitana de Santiago,Tienda,3,1160232,3480696,544934.0
4484,30-05-2022,4290,Claudia Díaz,48,santiago,Región Metropolitana de Santiago,Web,3,565390,1696170,544934.0
4485,30-05-2022,2351,Isabella Alarcón,60,santiago,Región Metropolitana de Santiago,Tienda,4,619146,2476584,544934.0
4487,30-05-2022,2703,Luz Muñoz,22,concepción,Región del Biobío,App,4,940427,3761708,544934.0
4488,30-05-2022,1945,Ramón Chandía,27,concepción,Región del Biobío,App,3,573960,1721880,544934.0
4489,30-05-2022,3819,Jorge Guerrero,31,concepción,Región del Biobío,Web,1,172929,172929,544934.0
4492,30-05-2022,4833,Ana Olivares,29,antofagasta,Región de Antofagasta,Tienda,3,778222,2334666,544934.0
4493,30-05-2022,3085,Carolina Moraga,55,santiago,Región Metropolitana de Santiago,App,4,503468,2013872,544934.0
4496,30-05-2022,1442,Sebastián Manríquez,31,puerto montt,Región de los Lagos,Web,1,1070730,1070730,544934.0
