id_venta,fecha_venta,id_cliente,nombre_cliente,edad,ciudad,region,canal_venta,cantidad,precio_unitario_clp,total_venta_clp,habitantes (2023),monto_compra
3346,22-04-2022,4525,Ismael Rubilar,29.0,viña del mar,valparaiso,Tienda,3,164809,494427,,
3347,22-04-2022,3885,Rodolfo Martinez,27.0,rancagua,o'higgins,Tienda,2,262190,524380,335 932,
3348,22-04-2022,536,Jimena Gutiérrez,35.0,viña del mar,,App,2,801774,1603548,,950289.0
3349,22-04-2022,1981,Jacob Aranda,40.0,temuco,la araucanía,Web,2,1060136,2120272,,
3350,22-04-2022,3697,Bárbara Parada,40.0,talca,maule,Web,1,1046784,1046784,307 931,
3351,22-04-2022,691,Mónica Garrido,24.0,santiago,metropolitana,Tienda,3,66117,198351,,391311.0
3352,22-04-2022,5831,Rita Sánchez,56.0,santiago,,Tienda,3,612020,1836060,,
3353,22-04-2022,4052,María Rebolledo,26.0,la serena,coquimbo,App,3,629543,1888629,534 239,
3354,22-04-2022,1387,Cristian Videla,22.0,santiago,rm,App,3,774703,2324109,,
3355,22-04-2022,3565,Denise Carrillo,50.0,concepción,biobío,Tienda,4,97084,388336,1 036 142,
3356,22-04-2022,5989,Ángel Delgado,34.0,valparaíso,valparaíso,App,4,239466,957864,954 253,
3357,22-04-2022,3156,Rosalía Reyes,50.0,santiago,region metropolitana,Web,3,658060,1974180,,
3358,22-04-2022,4596,Adelina Castro,44.0,concepción,biobío,Web,3,1041958,3125874,1 036 142,
3359,22-04-2022,91,Soledad Valenzuela,,temuco,,Tienda,3,683722,2051166,,207635.0
3360,22-04-2022,5927,Mauricio Barrientos,25.0,viña del mar,valparaiso,App,2,112121,224242,,
3361,23-04-2022,1901,Amaro Suazo,21.0,viña del mar,valparaiso,App,1,1133696,1133696,,
3362,23-04-2022,4593,María Azócar,53.0,temuco,,Tienda,4,926246,3704984,,
3363,23-04-2022,3948,Gabriela Yáñez,28.0,concepción,bio bio,App,2,220092,440184,,
3364,23-04-2022,5745,Hortensia Zárate,,santiago,metropolitana,Web,3,253610,760830,,
3365,23-04-2022,5307,Hilda Flores,49.0,temuco,,Web,3,883425,2650275,,
3366,23-04-2022,5593,Clodomiro Cerda,64.0,santiago,metropolitana,Web,1,495220,495220,,
3367,23-04-2022,3288,Paula Chacón,38.0,talca,maule,Tienda,1,894120,894120,307 931,
3368,23-04-2022,4423,Ronald Martínez,42.0,santiago,rm,Tienda,1,839142,839142,,
3369,23-04-2022,37,María Venegas,42.0,concepción,biobío,Web,3,84795,254385,1 036 142,374152.0
3370,23-04-2022,1122,Luis Torres,43.0,viña del mar,valparaiso,Tienda,1,728742,728742,,
3371,23-04-2022,2341,Omar Ferrada,39.0,antofagasta,,Web,1,242646,242646,,
3372,23-04-2022,1397,Felipe Saavedra,58.0,santiago,region metropolitana,Tienda,1,960721,960721,,
3373,23-04-2022,202,Ángela Bravo,51.0,la serena,coquimbo,Web,3,951496,2854488,534 239,175726.0
3374,23-04-2022,2364,Erika Castro,31.0,santiago,region metropolitana,Tienda,1,166757,166757,,
3375,23-04-2022,2956,José Salgado,28.0,rancagua,,App,4,291450,1165800,,
3376,23-04-2022,1956,Claudio Cruz,32.0,talca,maule,Web,2,513004,1026008,307 931,
3377,23-04-2022,1014,Karen Hernández,52.0,rancagua,,App,3,102958,308874,,
3378,23-04-2022,4062,Claudio Cabello,,temuco,,Tienda,4,353049,1412196,,
3379,23-04-2022,5956,Vanessa Pérez,69.0,la serena,,Tienda,4,814245,3256980,,
3380,23-04-2022,5954,Ricardo Ruiz,28.0,santiago,rm,Tienda,4,298640,1194560,,
3381,23-04-2022,2241,Celia Inzunza,29.0,santiago,region metropolitana,App,4,369205,1476820,,
3382,23-04-2022,1289,Danitza Ulloa,47.0,talca,maule,Tienda,4,320969,1283876,307 931,
3383,23-04-2022,2027,Ignacia Duarte,45.0,talca,maule,Tienda,2,802342,1604684,307 931,
3384,23-04-2022,5623,María Soto,56.0,santiago,region metropolitana,Tienda,4,700725,2802900,,
3385,23-04-2022,4087,Lucas Manríquez,45.0,viña del mar,,App,3,1114604,3343812,,
3386,23-04-2022,5586,Fabián Riquelme,29.0,santiago,metropolitana,Web,2,61118,122236,,
3387,23-04-2022,4156,Rodrigo Moya,23.0,concepción,biobío,Tienda,1,308641,308641,1 036 142,
3388,23-04-2022,5403,Luis Muñoz,46.0,valparaíso,,Tienda,4,482837,1931348,,
3389,23-04-2022,4936,Valeska Berríos,,valparaíso,,Tienda,2,320378,640756,,
3390,23-04-2022,5076,Oscar Molina,,santiago,rm,Web,1,63682,63682,,
3391,24-04-2022,4966,Tiare Hormazábal,22.0,temuco,la araucanía,Web,4,1127047,4508188,,
3392,24-04-2022,680,Héctor Carvajal,40.0,la serena,coquimbo,App,3,661642,1984926,534 239,878956.0
3393,24-04-2022,2507,Gloria Quiroga,23.0,santiago,rm,Web,4,474606,1898424,,
3394,24-04-2022,3510,Paloma Salazar,25.0,temuco,,App,2,540117,1080234,,
3395,24-04-2022,1662,José Hernández,29.0,concepción,,Web,4,467034,1868136,,
3396,24-04-2022,2788,Christian Orellana,40.0,concepción,bio bio,Tienda,1,232622,232622,,
3397,24-04-2022,3190,Paulina Carrasco,48.0,puerto montt,,Tienda,3,734340,2203020,,
3398,24-04-2022,5691,Valeska Riquelme,44.0,la serena,coquimbo,Web,4,81236,324944,534 239,
3399,24-04-2022,878,Agustina Parra,19.0,antofagasta,antofagasta,Tienda,1,1140266,1140266,441 211,693032.0
3400,24-04-2022,1885,Constanza Lara,56.0,puerto montt,los lagos,App,3,837351,2512053,328 924,
3401,24-04-2022,5180,Francisco González,36.0,antofagasta,,Web,1,264678,264678,,
3402,24-04-2022,4515,Leandro Madrid,43.0,valparaíso,valparaíso,Tienda,1,517127,517127,954 253,
3403,24-04-2022,682,Emilia Aguilera,38.0,santiago,region metropolitana,App,2,57550,115100,,332113.0
3404,24-04-2022,5203,Javiera Leiva,39.0,la serena,coquimbo,Tienda,4,487226,1948904,534 239,
3405,24-04-2022,4425,Manuel Peña,30.0,puerto montt,,Tienda,4,90439,361756,,
3406,24-04-2022,3251,Luis Toro,41.0,santiago,region metropolitana,Tienda,4,891321,3565284,,
3407,24-04-2022,3938,Emilia Peña,31.0,santiago,region metropolitana,Web,4,486884,1947536,,
3408,24-04-2022,5002,Elena León,21.0,concepción,biobío,Tienda,4,1183893,4735572,1 036 142,
3409,24-04-2022,4720,Nadia Baeza,51.0,viña del mar,,Web,1,189218,189218,,
3410,24-04-2022,1055,Elvis Altamirano,37.0,concepción,biobío,App,2,1111146,2222292,1 036 142,
3411,24-04-2022,2621,María Mora,62.0,santiago,metropolitana,Web,2,937602,1875204,,
3412,24-04-2022,1053,Víctor Cabello,26.0,valparaíso,,Web,3,1057913,3173739,,
3413,24-04-2022,1566,Mónica Barriga,26.0,la serena,,Web,1,179458,179458,,
3414,24-04-2022,5946,Hilda Mora,32.0,puerto montt,los lagos,Web,4,685216,2740864,328 924,
3415,24-04-2022,1652,Valentina Fernández,28.0,antofagasta,antofagasta,App,1,212973,212973,441 211,
3416,24-04-2022,3091,Sebastián Segovia,18.0,valparaíso,,App,1,718839,718839,,
3417,24-04-2022,3157,Alexis Gómez,,santiago,metropolitana,Web,3,873798,2621394,,
3418,24-04-2022,4957,Agustina Díaz,18.0,viña del mar,valparaiso,App,3,998697,2996091,,
3419,24-04-2022,3544,Cristian Mansilla,35.0,santiago,rm,Tienda,1,15470,15470,,
3420,24-04-2022,26,Belén Jara,33.0,santiago,region metropolitana,Tienda,1,1115803,1115803,,806658.0
3421,25-04-2022,4353,Pablo Becerra,63.0,santiago,metropolitana,Web,1,429968,429968,,
3422,25-04-2022,2191,Amaro Palma,26.0,viña del mar,,Web,1,773738,773738,,
3423,25-04-2022,4242,Carolina Uribe,20.0,santiago,rm,Web,1,345597,345597,,
3424,25-04-2022,67,Carlos Durán,44.0,viña del mar,,App,2,1062613,2125226,,226832.0
3425,25-04-2022,1187,Simón López,53.0,viña del mar,valparaiso,Web,1,187198,187198,,
3426,25-04-2022,5092,Paola Olivares,35.0,concepción,biobío,Web,2,1122927,2245854,1 036 142,
3427,25-04-2022,1036,Javier Vargas,34.0,valparaíso,valparaíso,Web,1,212201,212201,954 253,
3428,25-04-2022,816,Doris Fernández,19.0,temuco,la araucanía,Tienda,4,1087493,4349972,,566954.0
3429,25-04-2022,3950,Jessica Casanova,39.0,la serena,coquimbo,Tienda,2,78423,156846,534 239,
3430,25-04-2022,5515,Belén Concha,36.0,talca,maule,App,4,902918,3611672,307 931,
3431,25-04-2022,1975,Luis Martínez,32.0,santiago,metropolitana,App,3,708604,2125812,,
3432,25-04-2022,4890,Carmen Aguilera,30.0,rancagua,o'higgins,Tienda,3,300783,902349,335 932,
3433,25-04-2022,1759,Diego Tapia,35.0,talca,maule,Tienda,2,999623,1999246,307 931,
3434,25-04-2022,3946,Marcos Durán,46.0,temuco,la araucanía,Web,3,35182,105546,,
3435,25-04-2022,3097,Nora Carreño,42.0,la serena,coquimbo,Tienda,4,789056,3156224,534 239,
3436,25-04-2022,5425,Osvaldo Gutiérrez,34.0,viña del mar,valparaiso,App,2,182421,364842,,
3437,25-04-2022,5456,Catalina Valdés,21.0,santiago,,Web,2,878709,1757418,,
3438,25-04-2022,603,Mirta Rubilar,34.0,santiago,metropolitana,Tienda,4,812195,3248780,,259309.0
3439,25-04-2022,254,Diego Toro,44.0,viña del mar,valparaiso,Web,2,670952,1341904,,385230.0
3440,25-04-2022,4467,Maite Martínez,29.0,rancagua,o'higgins,Web,2,257446,514892,335 932,
3441,25-04-2022,268,Camilo Fernández,34.0,santiago,region metropolitana,Web,1,20378,20378,,732236.0
3442,25-04-2022,2633,Cristina Cáceres,19.0,la serena,coquimbo,App,2,445622,891244,534 239,
3443,25-04-2022,1902,Daniel Ojeda,23.0,temuco,la araucanía,Tienda,4,293801,1175204,,
3444,25-04-2022,1161,Luz Chamorro,,santiago,metropolitana,Tienda,3,282993,848979,,
3445,25-04-2022,2475,Artemio Ovalle,44.0,viña del mar,valparaiso,Tienda,3,303949,911847,,
3446,25-04-2022,45,Juana Olivares,25.0,antofagasta,,App,4,955900,3823600,,332902.0
3447,25-04-2022,5964,Bryan Rojas,26.0,temuco,,App,2,757025,1514050,,
3448,25-04-2022,3982,Ariela Quezada,49.0,talca,maule,Tienda,1,1143497,1143497,307 931,
3449,25-04-2022,5056,Sebastián Díaz,58.0,concepción,bio bio,Web,2,1197310,2394620,,
3450,25-04-2022,5776,Marianela Arellano,47.0,santiago,metropolitana,Tienda,3,825435,2476305,,
3451,26-04-2022,4236,Maribel Rojas,27.0,santiago,,Web,4,620290,2481160,,
3452,26-04-2022,2831,Josefa Pino,30.0,concepción,biobío,Web,4,903538,3614152,1 036 142,
3453,26-04-2022,2297,Héctor Escobar,31.0,santiago,region metropolitana,App,4,1164982,4659928,,
3454,26-04-2022,5659,María Tapia,,valparaíso,valparaíso,Web,4,1189951,4759804,954 253,
3455,26-04-2022,3548,Ricardo Oñate,34.0,rancagua,,Web,1,391740,391740,,
3456,26-04-2022,1312,María Maldonado,22.0,puerto montt,los lagos,Web,3,869067,2607201,328 924,
3457,26-04-2022,2276,María Silva,23.0,santiago,region metropolitana,Web,3,989074,2967222,,
3458,26-04-2022,2413,Adolfo Salazar,50.0,valparaíso,valparaíso,Web,2,93640,187280,954 253,
3459,26-04-2022,1570,Sandra Marín,44.0,antofagasta,antofagasta,Web,3,341935,1025805,441 211,
3460,26-04-2022,5522,Ema Saavedra,36.0,santiago,,Tienda,2,561580,1123160,,
3461,26-04-2022,379,Francisco Pérez,28.0,la serena,,App,2,664558,1329116,,833022.0
3462,26-04-2022,5369,Ismael Solís,31.0,santiago,rm,Web,2,800678,1601356,,
3463,26-04-2022,3724,Esteban Riveros,25.0,santiago,rm,Web,1,107575,107575,,
3464,26-04-2022,402,Patricio Sandoval,36.0,antofagasta,antofagasta,Tienda,1,1026824,1026824,441 211,912298.0
3465,26-04-2022,146,Fernanda Robles,37.0,rancagua,,Tienda,1,763771,763771,,133198.0
3466,26-04-2022,1479,Camilo Vivanco,25.0,talca,,Web,3,784989,2354967,,
3467,26-04-2022,3517,Javier Castillo,37.0,viña del mar,valparaiso,Tienda,1,114521,114521,,
3468,26-04-2022,581,Carmen Ruiz,28.0,antofagasta,antofagasta,Web,1,913740,913740,441 211,513222.0
3469,26-04-2022,5984,Vanessa Mora,35.0,santiago,region metropolitana,Tienda,2,77107,154214,,
3470,26-04-2022,5840,Francisco Vásquez,33.0,viña del mar,valparaiso,Tienda,1,285522,285522,,
3471,26-04-2022,2616,Solange Vásquez,44.0,antofagasta,antofagasta,App,4,420996,1683984,441 211,
3472,26-04-2022,2233,Mariana Cáceres,40.0,puerto montt,los lagos,Web,1,769939,769939,328 924,
3473,26-04-2022,4546,Natalia Muñoz,59.0,antofagasta,antofagasta,Tienda,4,132703,530812,441 211,
3474,26-04-2022,52,Elisa Muñoz,29.0,santiago,region metropolitana,Web,1,861211,861211,,797620.0
3475,26-04-2022,1681,María Cortés,78.0,temuco,,Tienda,2,442016,884032,,
3476,26-04-2022,5366,Iván González,27.0,concepción,biobío,App,3,414001,1242003,1 036 142,
3477,26-04-2022,5348,Juan Villarroel,,puerto montt,los lagos,Tienda,2,19970,39940,328 924,
3478,26-04-2022,3383,Ana Aravena,22.0,santiago,region metropolitana,App,4,75234,300936,,
3479,26-04-2022,3849,Jorge Lucero,22.0,rancagua,,Tienda,1,515377,515377,,
3480,26-04-2022,4989,Benjamín González,65.0,concepción,bio bio,Tienda,1,571208,571208,,
3481,27-04-2022,5276,Rayén Reyes,,valparaíso,valparaíso,Tienda,2,143922,287844,954 253,
3482,27-04-2022,2282,Carlos Sandoval,44.0,antofagasta,antofagasta,App,3,149600,448800,441 211,
3483,27-04-2022,3185,Adriana Vallejos,50.0,santiago,metropolitana,Tienda,4,1185307,4741228,,
3484,27-04-2022,3413,Daniel Sánchez,18.0,concepción,bio bio,App,3,713322,2139966,,
3485,27-04-2022,3650,Andrés Barriga,35.0,santiago,region metropolitana,Tienda,1,555097,555097,,
3486,27-04-2022,5188,Guillermo Zambrano,,santiago,metropolitana,Web,1,917878,917878,,
3487,27-04-2022,1902,Daniel Ojeda,23.0,temuco,la araucanía,App,1,806354,806354,,
3488,27-04-2022,641,Rubén Poblete,23.0,la serena,coquimbo,App,2,422531,845062,534 239,118064.0
3489,27-04-2022,1645,Martín Flores,27.0,viña del mar,valparaiso,App,1,571659,571659,,
3490,27-04-2022,1548,Mauricio Arias,61.0,puerto montt,los lagos,Web,3,567670,1703010,328 924,
3491,27-04-2022,4184,Valeska Díaz,21.0,antofagasta,antofagasta,App,3,880018,2640054,441 211,
3492,27-04-2022,2690,Rosa Alarcón,38.0,rancagua,,Tienda,1,695560,695560,,
3493,27-04-2022,5016,Luis Parra,,concepción,,Tienda,1,1028725,1028725,,
3494,27-04-2022,4814,Emilia Aedo,47.0,talca,,Web,1,896320,896320,,
3495,27-04-2022,4446,David Pérez,21.0,santiago,region metropolitana,App,4,72276,289104,,
3496,27-04-2022,5052,María Palma,,santiago,region metropolitana,Web,2,564883,1129766,,
3497,27-04-2022,4789,Tatiana Bórquez,69.0,la serena,coquimbo,Web,3,1006157,3018471,534 239,
3498,27-04-2022,3357,Adelina Rocha,40.0,valparaíso,valparaíso,Tienda,1,46337,46337,954 253,
3499,27-04-2022,5396,Carolina Ponce,75.0,santiago,metropolitana,Tienda,4,942817,3771268,,
3500,27-04-2022,5686,Francisco Cifuentes,29.0,concepción,biobío,App,4,22683,90732,1 036 142,
3501,27-04-2022,5650,Anthony Palma,31.0,concepción,,Tienda,4,723722,2894888,,
3502,27-04-2022,1161,Luz Chamorro,,santiago,metropolitana,Tienda,3,872490,2617470,,
3503,27-04-2022,2842,Angelo Guerrero,33.0,viña del mar,valparaiso,Tienda,4,292128,1168512,,
3504,27-04-2022,5159,María Mancilla,,santiago,,Tienda,3,383485,1150455,,
3505,27-04-2022,4308,Matías Salazar,,santiago,,App,4,609895,2439580,,
3506,27-04-2022,3987,Jaime Salinas,30.0,valparaíso,valparaíso,App,4,1114371,4457484,954 253,
3507,27-04-2022,2246,Juan Uribe,37.0,santiago,,Web,3,567052,1701156,,
3508,27-04-2022,1901,Amaro Suazo,21.0,viña del mar,valparaiso,App,1,97279,97279,,
3509,27-04-2022,5317,Claudio Rojas,32.0,viña del mar,,App,1,944596,944596,,
3510,27-04-2022,1019,Luz Maldonado,,santiago,region metropolitana,Tienda,1,734962,734962,,
3511,28-04-2022,5975,Daniel González,33.0,la serena,,Tienda,2,827582,1655164,,
3512,28-04-2022,5910,Nicole Martínez,49.0,temuco,,Tienda,1,472723,472723,,
3513,28-04-2022,2470,Eliana Fuentes,31.0,rancagua,o'higgins,Tienda,4,1082024,4328096,335 932,
3514,28-04-2022,4185,Gerardo Aranda,35.0,talca,maule,Web,1,503240,503240,307 931,
3515,28-04-2022,2807,Benjamín Rojas,29.0,la serena,,App,1,145387,145387,,
3516,28-04-2022,1518,Virginia Videla,33.0,santiago,metropolitana,Tienda,3,659793,1979379,,
3517,28-04-2022,4768,Carmen Pérez,51.0,rancagua,,Tienda,1,548195,548195,,
3518,28-04-2022,5999,Noelia Ruiz,49.0,talca,maule,Web,2,171913,343826,307 931,
3519,28-04-2022,5824,Adelina Pereira,35.0,santiago,rm,Tienda,1,666802,666802,,
3520,28-04-2022,4773,Wilson Madariaga,61.0,antofagasta,antofagasta,Web,2,358064,716128,441 211,
3521,28-04-2022,2269,Laura Tello,60.0,concepción,bio bio,Web,2,1131540,2263080,,
3522,28-04-2022,4276,Ruth Pérez,34.0,valparaíso,valparaíso,Web,1,926982,926982,954 253,
3523,28-04-2022,657,Juana Abarca,18.0,santiago,rm,Tienda,4,597525,2390100,,355398.0
3524,28-04-2022,1777,Silvia Bustamante,,rancagua,,App,1,220589,220589,,
3525,28-04-2022,3982,Ariela Quezada,49.0,talca,maule,App,2,317899,635798,307 931,
3526,28-04-2022,1211,Tomás González,62.0,concepción,bio bio,Tienda,4,370408,1481632,,
3527,28-04-2022,168,Carlos Navarro,,concepción,,Web,4,515312,2061248,,267867.0
3528,28-04-2022,4249,Vicente Aguilera,20.0,viña del mar,valparaiso,Web,1,961413,961413,,
3529,28-04-2022,608,Luis Araya,49.0,santiago,rm,App,4,887133,3548532,,427843.0
3530,28-04-2022,2869,Isaac Medel,28.0,valparaíso,valparaíso,App,4,766473,3065892,954 253,
3531,28-04-2022,1912,Claudia Valdés,76.0,antofagasta,,App,1,322691,322691,,
3532,28-04-2022,4040,Elizabeth Duarte,33.0,temuco,la araucanía,Tienda,2,967138,1934276,,
3533,28-04-2022,1918,Jean Villarroel,30.0,talca,maule,Web,3,448492,1345476,307 931,
3534,28-04-2022,5723,Matilde Barrientos,58.0,temuco,,Web,1,1140199,1140199,,
3535,28-04-2022,4237,Victoria Leyton,,valparaíso,valparaíso,App,2,250273,500546,954 253,
3536,28-04-2022,4723,Jonathan Durán,29.0,santiago,metropolitana,Web,1,60265,60265,,
3537,28-04-2022,5539,Rocío Droguett,22.0,santiago,metropolitana,App,2,566951,1133902,,
3538,28-04-2022,4518,Anaís Pérez,38.0,viña del mar,,Web,1,862944,862944,,
3539,28-04-2022,1022,Michel Contreras,31.0,concepción,bio bio,Web,1,111708,111708,,
3540,28-04-2022,167,René Parra,22.0,valparaíso,,Web,4,492262,1969048,,388702.0
3541,29-04-2022,5721,Verónica Barra,31.0,santiago,rm,Tienda,4,249790,999160,,
3542,29-04-2022,2715,Margarita Quezada,50.0,santiago,metropolitana,Tienda,3,153102,459306,,
3543,29-04-2022,4477,María Aguilar,42.0,santiago,metropolitana,Web,4,1049270,4197080,,
3544,29-04-2022,5400,Carlos Rojas,,valparaíso,valparaíso,Web,2,1009332,2018664,954 253,
3545,29-04-2022,3974,Helena Cortés,21.0,temuco,,App,4,409260,1637040,,
3546,29-04-2022,5686,Francisco Cifuentes,29.0,concepción,biobío,App,1,762651,762651,1 036 142,
3547,29-04-2022,382,Paola Figueroa,,rancagua,,Web,2,1113308,2226616,,727063.0
3548,29-04-2022,5960,Gladys Vargas,55.0,antofagasta,,Tienda,4,205061,820244,,
3549,29-04-2022,683,Marcelo Araya,47.0,antofagasta,,Tienda,3,1098227,3294681,,253799.0
3550,29-04-2022,3811,José Salinas,38.0,talca,,Web,1,356301,356301,,
3551,29-04-2022,5617,Humberto Páez,19.0,santiago,metropolitana,Web,2,1080450,2160900,,
3552,29-04-2022,2949,Esperanza Cid,18.0,talca,maule,Tienda,3,683751,2051253,307 931,
3553,29-04-2022,5946,Hilda Mora,32.0,puerto montt,los lagos,App,1,883238,883238,328 924,
3554,29-04-2022,1575,Alejandra Valdés,,santiago,metropolitana,Web,1,26981,26981,,
3555,29-04-2022,3635,Blanca Andrade,54.0,concepción,bio bio,Tienda,3,1011280,3033840,,
3556,29-04-2022,294,Mauricio Saldías,28.0,la serena,coquimbo,App,4,1046137,4184548,534 239,424172.0
3557,29-04-2022,4431,Luis Sánchez,36.0,santiago,metropolitana,Tienda,2,868825,1737650,,
3558,29-04-2022,5675,Iván Pizarro,,santiago,rm,Web,3,753263,2259789,,
3559,29-04-2022,3672,Olga Muñoz,19.0,santiago,rm,Tienda,1,293049,293049,,
3560,29-04-2022,3506,Felipe Ávila,61.0,antofagasta,,Web,4,657733,2630932,,
3561,29-04-2022,1497,Francisca Contreras,27.0,santiago,rm,App,3,1105616,3316848,,
3562,29-04-2022,515,María Cerda,31.0,rancagua,o'higgins,App,1,858281,858281,335 932,140697.0
3563,29-04-2022,4989,Benjamín González,65.0,concepción,bio bio,Tienda,4,535444,2141776,,
3564,29-04-2022,5464,Javiera Caro,65.0,talca,,Web,4,882676,3530704,,
3565,29-04-2022,2315,María González,63.0,antofagasta,,Web,4,342936,1371744,,
3566,29-04-2022,2712,Rafael Arévalo,23.0,valparaíso,valparaíso,Web,2,320466,640932,954 253,
3567,29-04-2022,1133,Juan Alegría,26.0,antofagasta,,App,1,293964,293964,,
3568,29-04-2022,4756,Pablo Avendaño,31.0,santiago,,Tienda,3,83994,251982,,
3569,29-04-2022,1217,Andrea Carrillo,40.0,santiago,rm,App,3,251568,754704,,
3570,29-04-2022,1069,Sonia Rojas,30.0,santiago,,Web,3,92868,278604,,
3571,30-04-2022,3956,Fabiola Meneses,,rancagua,,Web,1,1197709,1197709,,
3572,30-04-2022,4174,Sergio Manríquez,20.0,rancagua,o'higgins,App,1,242500,242500,335 932,
3573,30-04-2022,5864,Franco Bello,44.0,santiago,region metropolitana,App,1,379462,379462,,
3574,30-04-2022,5103,Romina Pérez,23.0,santiago,,App,2,634055,1268110,,
3575,30-04-2022,5273,Maritza Muñoz,56.0,la serena,,Web,2,998058,1996116,,
3576,30-04-2022,3189,Teresa Canales,,valparaíso,valparaíso,Web,4,316071,1264284,954 253,
3577,30-04-2022,3979,Camila Vega,34.0,la serena,coquimbo,Web,2,1022519,2045038,534 239,
3578,30-04-2022,229,Alicia Peña,28.0,temuco,,Web,3,833271,2499813,,902842.0
3579,30-04-2022,4366,Paulo Arriagada,,santiago,metropolitana,App,3,934993,2804979,,
3580,30-04-2022,1563,Darling Díaz,41.0,santiago,metropolitana,App,4,412513,1650052,,
3581,30-04-2022,700,Hernán Díaz,41.0,santiago,metropolitana,Tienda,2,665467,1330934,,533026.0
3582,30-04-2022,3849,Jorge Lucero,22.0,rancagua,,App,3,478582,1435746,,
3583,30-04-2022,1344,Enrique Rodríguez,35.0,rancagua,,Web,4,171090,684360,,
3584,30-04-2022,4097,Sonia Burgos,50.0,viña del mar,valparaiso,Tienda,2,79884,159768,,
3585,30-04-2022,3528,Karina León,26.0,santiago,,Tienda,4,631683,2526732,,
3586,30-04-2022,1092,Carla Cortés,63.0,viña del mar,valparaiso,Web,1,1085424,1085424,,
3587,30-04-2022,5091,Aurora Montecino,26.0,talca,,Web,4,54487,217948,,
3588,30-04-2022,2082,Angélica Poblete,22.0,santiago,region metropolitana,App,4,955206,3820824,,
3589,30-04-2022,593,Elba Plaza,54.0,rancagua,,Web,3,37511,112533,,263692.0
3590,30-04-2022,1675,Roxana Pacheco,32.0,temuco,la araucanía,Web,2,82467,164934,,
3591,30-04-2022,3259,Julieta Lobos,80.0,santiago,rm,Tienda,2,820182,1640364,,
3592,30-04-2022,4149,Constanza Cortés,36.0,puerto montt,los lagos,Web,4,1188688,4754752,328 924,
3593,30-04-2022,652,Manuel Zúñiga,58.0,temuco,,Tienda,2,63246,126492,,583396.0
3594,30-04-2022,3445,Jorge González,19.0,santiago,region metropolitana,App,4,967581,3870324,,
3595,30-04-2022,4739,Jessica Valdivia,39.0,antofagasta,antofagasta,Web,4,1107485,4429940,441 211,
3596,30-04-2022,1419,Martín Mora,39.0,temuco,,Tienda,1,917243,917243,,
3597,30-04-2022,1424,Natalie Tapia,27.0,santiago,,Web,4,94079,376316,,
3598,30-04-2022,1763,Marco Zepeda,31.0,antofagasta,antofagasta,Tienda,2,955988,1911976,441 211,
3599,30-04-2022,5952,Alfredo Gómez,,santiago,rm,Tienda,1,939467,939467,,
3600,30-04-2022,156,Eduardo Morales,24.0,santiago,metropolitana,Web,2,969960,1939920,,317850.0
3601,01-05-2022,3513,Herman Hidalgo,,santiago,rm,Tienda,2,1170138,2340276,,
3602,01-05-2022,1184,Aurora Araya,31.0,antofagasta,antofagasta,Web,1,946492,946492,441 211,
3603,01-05-2022,2292,Patricia Urra,42.0,temuco,,Tienda,3,244848,734544,,
3604,01-05-2022,3341,Valentina Reyes,18.0,santiago,region metropolitana,App,4,530077,2120308,,
3605,01-05-2022,872,Miguel Lobos,40.0,concepción,biobío,Tienda,4,1023104,4092416,1 036 142,343670.0
3606,01-05-2022,5744,Gilda González,49.0,santiago,metropolitana,Tienda,4,1171433,4685732,,
3607,01-05-2022,5975,Daniel González,33.0,la serena,,Web,2,458667,917334,,
3608,01-05-2022,4616,Katherine Salas,64.0,valparaíso,valparaíso,Web,2,888303,1776606,954 253,
3609,01-05-2022,2179,Nelson Cisternas,,santiago,rm,Tienda,2,827643,1655286,,
3610,01-05-2022,57,Juan León,65.0,valparaíso,valparaíso,Web,2,1012975,2025950,954 253,179643.0
3611,01-05-2022,3093,Roxana Muñoz,55.0,concepción,,App,2,1037488,2074976,,
3612,01-05-2022,5133,Maricel Parraguez,,santiago,metropolitana,Web,4,652076,2608304,,
3613,01-05-2022,1327,Alejandro Lobos,20.0,concepción,bio bio,Web,4,451998,1807992,,
3614,01-05-2022,2148,Fernanda Rojas,18.0,santiago,metropolitana,App,3,294869,884607,,
3615,01-05-2022,5026,Juan Cabezas,46.0,santiago,,Tienda,4,159841,639364,,
3616,01-05-2022,3327,Santiago Silva,,santiago,rm,Web,4,552025,2208100,,
3617,01-05-2022,5847,Marcos Fuentes,23.0,talca,,Web,1,669369,669369,,
3618,01-05-2022,965,Fernanda Sepúlveda,35.0,viña del mar,valparaiso,Tienda,4,850698,3402792,,359824.0
3619,01-05-2022,364,Macarena Jorquera,33.0,valparaíso,,Tienda,2,644897,1289794,,591055.0
3620,01-05-2022,1658,Patricia Acevedo,42.0,temuco,la araucanía,Tienda,1,117272,117272,,
3621,01-05-2022,2134,Francisco Bustamante,,concepción,,Web,1,130781,130781,,
3622,01-05-2022,5134,Trinidad Cortés,25.0,concepción,biobío,Tienda,1,435827,435827,1 036 142,
3623,01-05-2022,1782,Jimmy Barrientos,33.0,viña del mar,,Web,2,1003787,2007574,,
3624,01-05-2022,2748,José Vásquez,44.0,valparaíso,,Web,2,395644,791288,,
3625,01-05-2022,83,Pascal Duarte,,valparaíso,valparaíso,Tienda,3,823953,2471859,954 253,397808.0
